Company_ID,CompanyName,ESG_score,Country,Sector,Industrygroup,Industry,Language,Year,Scope 1 Carbon Emissions,Scope 2 Carbon Emissions,Scope 3 Carbon Emissions,Energy Consumption,Water Consumption,Waste Generation,Environmental Policy & Management,Turnover Rate,Total Employees,Gender Diversity,Training (Number of Times),Training (Average Hours),Employee Fatalities,Occupational Injury,Communities and Philanthropy,Consumer Privacy Protection,Board Composition,Ethical Behavior,Cyber Security,Alignment with Frameworks,Assurance,Policy Influence,Risk & Crisis Management,Partnerships and Collaborations,Public Sentiment,Market Share,Profitability,WACC,Volatility,Liquidity,Beta Coefficient,GDP Growth,Unemployment
36,Kingdee International Software Group,82.2,China,Information Technology,Software & Services,Application Software,EN,2023,1.6440000000000001,1.6440000000000001,1.6440000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,1.6440000000000001,1.6440000000000001,1.6440000000000001,1.6440000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,4.11,12.33,12.33,8.22,1.6440000000000001,1.6440000000000001,3.2880000000000003,4.11,4.11,2.055,4.11,1.6440000000000001,0.8220000000000001,0.8220000000000001,0.8220000000000001,0.41100000000000003,0.8220000000000001,0.8220000000000001
37,Tencent,65.4,China,Information Technology,Software & Services,Internet Services & Infrastructure,EN,2020,1.308,1.308,1.308,0.654,0.654,0.654,1.308,1.308,1.308,1.308,0.654,0.654,0.654,0.654,0.654,3.2700000000000005,9.81,9.81,6.540000000000001,1.308,1.308,2.616,3.2700000000000005,3.2700000000000005,1.6350000000000002,3.2700000000000005,1.308,0.654,0.654,0.654,0.327,0.654,0.654
38,Tencent,66.1,China,Information Technology,Software & Services,Internet Services & Infrastructure,EN,2021,1.3219999999999998,1.3219999999999998,1.3219999999999998,0.6609999999999999,0.6609999999999999,0.6609999999999999,1.3219999999999998,1.3219999999999998,1.3219999999999998,1.3219999999999998,0.6609999999999999,0.6609999999999999,0.6609999999999999,0.6609999999999999,0.6609999999999999,3.3049999999999997,9.915,9.915,6.609999999999999,1.3219999999999998,1.3219999999999998,2.6439999999999997,3.3049999999999997,3.3049999999999997,1.6524999999999999,3.3049999999999997,1.3219999999999998,0.6609999999999999,0.6609999999999999,0.6609999999999999,0.33049999999999996,0.6609999999999999,0.6609999999999999
39,Tencent,65.65,China,Information Technology,Software & Services,Internet Services & Infrastructure,EN,2022,1.3130000000000002,1.3130000000000002,1.3130000000000002,0.6565000000000001,0.6565000000000001,0.6565000000000001,1.3130000000000002,1.3130000000000002,1.3130000000000002,1.3130000000000002,0.6565000000000001,0.6565000000000001,0.6565000000000001,0.6565000000000001,0.6565000000000001,3.2825000000000006,9.8475,9.8475,6.565000000000001,1.3130000000000002,1.3130000000000002,2.6260000000000003,3.2825000000000006,3.2825000000000006,1.6412500000000003,3.2825000000000006,1.3130000000000002,0.6565000000000001,0.6565000000000001,0.6565000000000001,0.32825000000000004,0.6565000000000001,0.6565000000000001
40,Tencent,60.15,China,Information Technology,Software & Services,Internet Services & Infrastructure,EN,2023,1.203,1.203,1.203,0.6015,0.6015,0.6015,1.203,1.203,1.203,1.203,0.6015,0.6015,0.6015,0.6015,0.6015,3.0075000000000003,9.022499999999999,9.022499999999999,6.015000000000001,1.203,1.203,2.406,3.0075000000000003,3.0075000000000003,1.5037500000000001,3.0075000000000003,1.203,0.6015,0.6015,0.6015,0.30075,0.6015,0.6015
41,Infosys,83.7,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2020,1.6740000000000002,1.6740000000000002,1.6740000000000002,0.8370000000000001,0.8370000000000001,0.8370000000000001,1.6740000000000002,1.6740000000000002,1.6740000000000002,1.6740000000000002,0.8370000000000001,0.8370000000000001,0.8370000000000001,0.8370000000000001,0.8370000000000001,4.1850000000000005,12.555,12.555,8.370000000000001,1.6740000000000002,1.6740000000000002,3.3480000000000003,4.1850000000000005,4.1850000000000005,2.0925000000000002,4.1850000000000005,1.6740000000000002,0.8370000000000001,0.8370000000000001,0.8370000000000001,0.41850000000000004,0.8370000000000001,0.8370000000000001
42,Infosys,80.2,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2021,1.604,1.604,1.604,0.802,0.802,0.802,1.604,1.604,1.604,1.604,0.802,0.802,0.802,0.802,0.802,4.010000000000001,12.03,12.03,8.020000000000001,1.604,1.604,3.208,4.010000000000001,4.010000000000001,2.0050000000000003,4.010000000000001,1.604,0.802,0.802,0.802,0.401,0.802,0.802
43,Infosys,74.45,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2022,1.489,1.489,1.489,0.7445,0.7445,0.7445,1.489,1.489,1.489,1.489,0.7445,0.7445,0.7445,0.7445,0.7445,3.7225,11.1675,11.1675,7.445,1.489,1.489,2.978,3.7225,3.7225,1.86125,3.7225,1.489,0.7445,0.7445,0.7445,0.37225,0.7445,0.7445
44,Infosys,80.35,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2023,1.607,1.607,1.607,0.8035,0.8035,0.8035,1.607,1.607,1.607,1.607,0.8035,0.8035,0.8035,0.8035,0.8035,4.0175,12.052499999999998,12.052499999999998,8.035,1.607,1.607,3.214,4.0175,4.0175,2.00875,4.0175,1.607,0.8035,0.8035,0.8035,0.40175,0.8035,0.8035
45,Wipro,71.3,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2020,1.426,1.426,1.426,0.713,0.713,0.713,1.426,1.426,1.426,1.426,0.713,0.713,0.713,0.713,0.713,3.565,10.694999999999999,10.694999999999999,7.13,1.426,1.426,2.852,3.565,3.565,1.7825,3.565,1.426,0.713,0.713,0.713,0.3565,0.713,0.713
46,Wipro,77.0,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2021,1.54,1.54,1.54,0.77,0.77,0.77,1.54,1.54,1.54,1.54,0.77,0.77,0.77,0.77,0.77,3.85,11.549999999999999,11.549999999999999,7.7,1.54,1.54,3.08,3.85,3.85,1.925,3.85,1.54,0.77,0.77,0.77,0.385,0.77,0.77
47,Wipro,67.5,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2022,1.35,1.35,1.35,0.675,0.675,0.675,1.35,1.35,1.35,1.35,0.675,0.675,0.675,0.675,0.675,3.375,10.125,10.125,6.75,1.35,1.35,2.7,3.375,3.375,1.6875,3.375,1.35,0.675,0.675,0.675,0.3375,0.675,0.675
48,Wipro,67.9,India,Information Technology,Software & Services,IT Consulting & Other Services,EN,2023,1.358,1.358,1.358,0.679,0.679,0.679,1.358,1.358,1.358,1.358,0.679,0.679,0.679,0.679,0.679,3.3950000000000005,10.185,10.185,6.790000000000001,1.358,1.358,2.716,3.3950000000000005,3.3950000000000005,1.6975000000000002,3.3950000000000005,1.358,0.679,0.679,0.679,0.3395,0.679,0.679
